epoch,Adam0.1,Adam0.01,Adam0.001,Adam+LBFGS0.1,Adam+LBFGS0.01,Adam+LBFGS0.001,RMSProp+LBFGS0.1,RMSProp+LBFGS0.01,RMSProp+LBFGS0.001
1,1.0568589578109977,0.9920308798753256,1.7805520669248778,1.0568589578109977,0.9920308798753256,1.7805520669248778,3.0032738641360157,0.2370190004849869,1.7228096325293794
2,3.349398626217352,-0.2218150092172094,1.7259385261388531,3.349398626217352,-0.2218150092172094,1.7259385261388531,4.6008358061205366,1.3153835265170162,1.583617414019581
3,2.248210846818669,-0.0828724994268596,1.6699369734269285,2.248210846818669,-0.0828724994268596,1.6699369734269285,3.562524392774014,0.31761265023642726,1.452054011375725
4,3.361506864835075,0.4454351558247785,1.6123461992651926,3.361506864835075,0.4454351558247785,1.6123461992651926,2.0750492848267217,-0.6015502499766056,1.3212936531904573
5,1.897357756615943,0.1919971799514219,1.5528859734746072,1.897357756615943,0.1919971799514219,1.5528859734746072,1.1100240923036058,-0.6866326462920092,1.1888659177621337
6,2.714264982612586,-0.4677723603785655,1.4911716975654397,2.714264982612586,-0.4677723603785655,1.4911716975654397,0.7105609764769165,-0.7209465471166094,1.0539791520742445
7,2.8135009126922608,-0.5993653316949634,1.426736203391435,2.8135009126922608,-0.5993653316949634,1.426736203391435,0.576711617903917,-0.580635436001041,0.9167788127433066
8,2.5195523300868463,-0.1046566523166454,1.359069556485601,2.5195523300868463,-0.1046566523166454,1.359069556485601,0.530580308736485,-0.24327177161003785,0.7780468127185067
9,1.97895403637538,-0.0078766999126608,1.287653716469314,1.97895403637538,-0.0078766999126608,1.287653716469314,0.5133154216452339,-0.1638962304826557,0.6390655286299926
10,1.048570491532833,-0.2753443626338677,1.2119766281014015,1.048570491532833,-0.2753443626338677,1.2119766281014015,0.5072778578804152,-0.4959488996844504,0.5015490490881471
11,0.5353990877950396,-0.653997816105768,1.131537908721852,0.5353990877950396,-0.653997816105768,1.131537908721852,0.5073338546294874,-0.701651842895591,0.3675699373685657
12,1.3333099006747111,-0.8307478012743752,1.0458549054815618,1.3333099006747111,-0.8307478012743752,1.0458549054815618,0.5131684771404621,-0.8390759035002878,0.23944216436369958
13,1.856624030958615,-0.7539384275075763,0.9544779881178348,1.856624030958615,-0.7539384275075763,0.9544779881178348,0.5284239410019426,-0.8872614872992525,0.11954219853274908
14,2.0438428092279715,-0.6042579345372371,0.8570158587369998,2.0438428092279715,-0.6042579345372371,0.8570158587369998,0.5642717321856092,-0.9185428910818668,0.01006289877458762
15,1.9076646836219135,-0.5287158708274678,0.7531770843902204,1.9076646836219135,-0.5287158708274678,0.7531770843902204,0.6508506098030012,-0.9186852965571533,-0.08726304501900813
16,1.560114970363724,-0.6027667136660381,0.6428336166060749,1.560114970363724,-0.6027667136660381,0.6428336166060749,0.8618766571238319,-0.8989320198802079,-0.17140713636907665
17,0.9595603525122048,-0.7679387678637289,0.5261140184051747,0.9595603525122048,-0.7679387678637289,0.5261140184051747,1.3230484442094064,-0.8293308416266115,-0.24218315978330687
18,0.4967187683205555,-0.8850313133936833,0.4035373845758553,0.4967187683205555,-0.8850313133936833,0.4035373845758553,2.0790798012596587,-0.7266232227776178,-0.30022799106363374
19,0.7155506384484653,-0.8597512428620021,0.2761942645362454,0.7155506384484653,-0.8597512428620021,0.2761942645362454,2.8812067202861953,-0.5532777656992915,-0.3468420174312159
20,1.1659076312789516,-0.7604690275577454,0.1459740852591169,1.1659076312789516,-0.7604690275577454,0.1459740852591169,3.315118442544458,-0.48563703663035496,-0.38373962480273766
21,1.4176238520480815,-0.7004157930363094,0.0158153750348784,1.4176238520480815,-0.7004157930363094,0.0158153750348784,3.1768266610169094,-0.3980374118693841,-0.4127889672099686
22,1.4324775586743057,-0.7218944521815579,-0.1101009560341988,1.4324775586743057,-0.7218944521815579,-0.1101009560341988,2.6365087275434043,-0.5752548175466817,-0.43579890593122
23,1.186568433113275,-0.8105438408688976,-0.2263669283164542,1.186568433113275,-0.8105438408688976,-0.2263669283164542,2.033666284357895,-0.5538902352395552,-0.45437645211957683
24,0.7946147284422749,-0.9216336297667947,-0.326786792332542,0.7946147284422749,-0.9216336297667947,-0.326786792332542,1.56622263964006,-0.5976631976784321,-0.4698566800432985
25,0.5487449712794409,-0.9982844999621692,-0.4054091096761059,0.5487449712794409,-0.9982844999621692,-0.4054091096761059,1.2723016954266908,-0.4949383311373574,-0.4832879564935041
26,0.6209391101416966,-1.007556655717421,-0.4580351066093743,0.6209391101416966,-1.007556655717421,-0.4580351066093743,1.1175495089278795,-0.6549175352753008,-0.49545157903143566
27,0.7628219261845449,-0.9679614132526928,-0.4836350442635134,0.7628219261845449,-0.9679614132526928,-0.4836350442635134,1.062655315715821,-0.7831243402293863,-0.5069020643352634
28,0.9507188249026048,-0.9249388694491332,-0.4848941853413749,0.9507188249026048,-0.9249388694491332,-0.4848941853413749,1.0875053004780098,-0.9721628086945416,-0.5180136458094633
29,1.0089831975434032,-0.9118144653204922,-0.4675168039605417,1.0089831975434032,-0.9118144653204922,-0.4675168039605417,1.1918689371771665,-1.042098259065763,-0.5290259154877522
30,0.8715406157094047,-0.936060216719552,-0.4386804039319568,0.8715406157094047,-0.936060216719552,-0.4386804039319568,1.387926428572968,-1.0859915660907593,-0.5400852074445414
31,0.6917222157796988,-0.9814080871705664,-0.4054392584422698,0.6917222157796988,-0.9814080871705664,-0.4054392584422698,1.68352742727463,-1.1067420457718362,-0.5512746843625248
32,0.5556919282285474,-1.0180337153654395,-0.373655733509427,0.5556919282285474,-1.0180337153654395,-0.373655733509427,2.0539640671033603,-1.1173338994732187,-0.5626388778705722
33,0.5008836456779381,-1.0245603359405897,-0.3475671602908898,0.5008836456779381,-1.0245603359405897,-0.3475671602908898,2.4210840500952817,-1.1069608612212978,-0.5741994367728167
34,0.6247884115589404,-1.007930640372082,-0.329811379466089,0.6247884115589404,-1.007930640372082,-0.329811379466089,2.674494865348948,-1.0474767342208495,-0.5859643782754067
35,0.7474443438125896,-0.9948192989373632,-0.3216715590281052,0.7474443438125896,-0.9948192989373632,-0.3216715590281052,2.733323133079587,-0.8436364050367403,-0.597934823721949
36,0.7533464884138062,-1.0050785585438595,-0.3233777014877615,0.7533464884138062,-1.0050785585438595,-0.3233777014877615,2.5962428007209506,-0.43383819408915403,-0.6101074300478283
