0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
7.1941833,4.914605,4.236944,3.7349238,3.342708,3.0234904,2.5298848,2.3348675,2.1656728,1.8873644,1.7716653,1.6682242,1.4906998,1.4137628,1.34326,1.278376,1.2184515,1.1629627,1.1114806,1.0191946,0.97784126,0.939365,0.87022936,0.8391892,0.81025374,0.75800407,0.73435354,0.7121413,0.6912098,0.6714214,0.6526414,0.6347505,0.60120547,0.58537114,0.5700656,0.5408237,0.52681136,0.51317394,0.4869852,0.4744377,0.46226823,0.43911612,0.428169,0.41766226,0.39802527,0.38891685,0.3802898,0.36447775,0.35728574,0.35055733,0.33843815,0.33301568,0.3279947,0.3233534,0.3190726,0.3151301,0.31150746,0.30512702,0.3023336,0.2997744,0.295287,0.2933228,0.29152012,0.2883445,0.28693998,0.2856375,0.2832936,0.2822299,0.28122127,0.27934492,0.2784636,0.27761734,0.27601147,0.27525985,0.27454603,0.2732861,0.2727735,0.27237403,0.27211964,0.272058,0.27224183,0.27274334,0.27507222,0.27715147,0.28006172,0.28933227,0.29633844,0.30551803,0.33303285,0.35321772,0.3794173,0.45773256,0.51539564,0.59056664,0.8169,0.98523515,1.208303,1.930735,2.5504,3.656499
7.104299,4.8652596,4.19986,3.7054815,3.318303,3.0027003,2.5140483,2.320809,2.153064,1.8769286,1.7620428,1.6592863,1.4828413,1.406348,1.3362446,1.271729,1.212148,1.156985,1.1058173,1.0141213,0.97304404,0.9348341,0.8661921,0.8353741,0.80664444,0.754756,0.73125875,0.70918095,0.68836987,0.6686804,0.6499865,0.63216686,0.5987284,0.58293474,0.5676595,0.5384661,0.524474,0.5108571,0.48471308,0.472193,0.4600532,0.4369769,0.42607093,0.41561246,0.39608085,0.3870299,0.37846243,0.36277187,0.35563815,0.3489703,0.33696365,0.33159423,0.3266245,0.32202923,0.31779146,0.31388962,0.3103006,0.303985,0.30121326,0.2986735,0.29421473,0.29225802,0.29046297,0.28728747,0.28587723,0.28456748,0.28219676,0.28111303,0.28008556,0.27816105,0.27725172,0.27637064,0.27469897,0.27390802,0.2731563,0.27181053,0.27125132,0.27080214,0.27049816,0.2703824,0.27051163,0.27095413,0.27315283,0.27515948,0.27799273,0.2870816,0.29398072,0.30303884,0.33024108,0.35022044,0.376171,0.4537909,0.51097,0.58554614,0.81034184,0.97778237,1.1999627,1.9209828,2.5401344,3.645474
7.017559,4.817756,4.1639986,3.6768866,3.2945247,2.9823856,2.49851,2.306986,2.1406455,1.866613,1.7525178,1.6504245,1.475038,1.3989792,1.3292687,1.2651163,1.2058772,1.1510396,1.1001825,1.0090766,0.96827877,0.930334,0.86218023,0.8315824,0.80305815,0.7515274,0.72818184,0.70623565,0.68554044,0.665951,0.6473417,0.6295904,0.5962572,0.58050096,0.56525815,0.5361116,0.5221406,0.5085422,0.48244357,0.4699515,0.45783925,0.4348383,0.4239776,0.413566,0.39414394,0.38514912,0.376639,0.36106944,0.35399783,0.3473878,0.33549333,0.33017647,0.3252535,0.32070577,0.31650913,0.31264734,0.30909407,0.30283356,0.30008686,0.29756582,0.29313648,0.29118872,0.28939784,0.2862183,0.28480232,0.28348267,0.28108358,0.27998364,0.27893364,0.27695942,0.27602232,0.27511215,0.27337003,0.27254128,0.2717495,0.27031815,0.26971316,0.26921737,0.2688626,0.26869476,0.268767,0.26915205,0.27122355,0.27315938,0.27591348,0.28482282,0.2916181,0.30055475,0.327448,0.34722435,0.3729279,0.44985712,0.50655997,0.58054435,0.80381227,0.9703671,1.1916652,1.9113102,2.5299907,3.6346684
6.933919,4.772024,4.1293087,3.6491053,3.2713451,2.9625325,2.483264,2.2933972,2.1284084,1.8564135,1.743083,1.641635,1.467284,1.3916509,1.3223336,1.2585375,1.1996405,1.1451244,1.0945791,1.0040607,0.96353954,0.9258616,0.8581945,0.82781804,0.7994983,0.74831843,0.72512174,0.7033063,0.6827245,0.66323423,0.6447053,0.6270236,0.59379137,0.5780717,0.56285954,0.53375876,0.51980734,0.50622916,0.48017502,0.46770895,0.4556297,0.4327042,0.4218886,0.411525,0.39220965,0.38327336,0.3748238,0.3593725,0.35236084,0.34580874,0.33402503,0.32875884,0.32388484,0.31938195,0.3152274,0.31140256,0.30788398,0.30168092,0.29895556,0.2964536,0.2920481,0.29010737,0.28831863,0.28513777,0.2837155,0.28238726,0.27995932,0.27883983,0.27776945,0.27574408,0.2747767,0.27383554,0.27202463,0.27115822,0.2703272,0.26881135,0.268162,0.267619,0.2672143,0.26699388,0.26701248,0.267339,0.26928294,0.27114868,0.27382827,0.2825619,0.28924906,0.29806495,0.32465458,0.34423125,0.3696884,0.44593322,0.50215995,0.57556224,0.797312,0.96298563,1.1834116,1.9017059,2.519958,3.624066
6.853323,4.7279854,4.095745,3.6221151,3.2487495,2.9431338,2.468297,2.2800303,2.1163554,1.8463248,1.7337425,1.6329236,1.4595792,1.3843691,1.315434,1.2519977,1.1934358,1.1392452,1.0890079,0.9990786,0.9588343,0.9214189,0.85423887,0.82408,0.79595935,0.7451292,0.7220801,0.70039356,0.6799222,0.6605276,0.64208007,0.6244643,0.5913284,0.57564545,0.56046045,0.5314064,0.5174749,0.5039158,0.47790945,0.46546912,0.45342433,0.43057323,0.41980207,0.40948927,0.39028108,0.3814026,0.37301123,0.35768127,0.35072792,0.3442334,0.33255947,0.32734525,0.3225174,0.3180598,0.3139466,0.31015646,0.30667162,0.30052233,0.29781878,0.29533327,0.29095173,0.2890185,0.28723288,0.28404713,0.28261673,0.2812773,0.27881885,0.27768075,0.2765888,0.27451265,0.27351582,0.27254474,0.2706653,0.26976144,0.26889217,0.26729095,0.2665981,0.26600707,0.2655543,0.26528168,0.2652459,0.2655146,0.26733434,0.26912963,0.271734,0.28029323,0.2868786,0.29557514,0.32186162,0.341241,0.3664558,0.4420191,0.49777806,0.5706012,0.7908441,0.95564353,1.1752045,1.8921828,2.5100322,3.6136744
6.7757115,4.6855626,4.063263,3.5958805,3.2267213,2.9241738,2.4536076,2.2668848,2.1044736,1.8363504,1.7244871,1.6242797,1.4519258,1.3771323,1.3085761,1.2454948,1.1872708,1.1333994,1.0834725,0.99412704,0.95415777,0.9170063,0.8503077,0.8203672,0.7924458,0.7419629,0.71905625,0.6974977,0.67713463,0.6578332,0.6394632,0.6219133,0.5888747,0.5732244,0.55806684,0.5290575,0.5151447,0.50160646,0.47564387,0.46323407,0.451218,0.4284469,0.41772223,0.4074583,0.38835883,0.37953758,0.3712058,0.3559947,0.34910083,0.34266353,0.3310969,0.32593107,0.32114983,0.31673682,0.31266165,0.30891025,0.30545628,0.2993604,0.29667532,0.2942083,0.2898494,0.2879212,0.28613663,0.2829454,0.28150594,0.28015518,0.2776667,0.27650952,0.2753942,0.2732674,0.27224147,0.27123904,0.26929116,0.26835132,0.26744068,0.26575792,0.26501918,0.26438236,0.26388133,0.26355898,0.26346815,0.26368082,0.2653768,0.26710522,0.26963437,0.27802157,0.28450513,0.2930851,0.31907308,0.33825457,0.3632282,0.4381218,0.49341285,0.56566036,0.78441024,0.9483427,1.1670463,1.8827308,2.500224,3.6034842
6.6291714,4.6053257,4.0013824,3.5455961,3.1842957,2.8875136,2.4250236,2.2412257,2.0812144,1.8167202,1.7062404,1.607209,1.4367764,1.3627948,1.2949849,1.2326043,1.1750466,1.121815,1.0725049,0.98432595,0.94490737,0.9082776,0.8425354,0.81302345,0.78549707,0.7356883,0.7130647,0.69175375,0.67160404,0.6524826,0.63426197,0.6168356,0.58397686,0.56839335,0.55328906,0.5243634,0.51049006,0.4969926,0.47112334,0.45876896,0.4468218,0.42420828,0.41357517,0.40341043,0.38452935,0.37582493,0.36760998,0.35263693,0.3458563,0.33953238,0.328179,0.32311058,0.31842303,0.31409144,0.31009376,0.30641186,0.3030169,0.2970209,0.294374,0.2919395,0.28761673,0.28569698,0.2839148,0.28070605,0.27925062,0.27787578,0.2753241,0.27412367,0.27296662,0.27073526,0.26965106,0.26858592,0.26650167,0.26548934,0.26450217,0.26265407,0.26182854,0.26110053,0.26050377,0.26008236,0.25988746,0.2599908,0.26144707,0.26303947,0.26542294,0.27347338,0.27975512,0.28810656,0.3135047,0.33230305,0.35680187,0.43037045,0.48474324,0.5558548,0.77165437,0.93387055,1.1508834,1.8640615,2.4809265,3.5836596
6.56011,4.5673795,3.9719071,3.5214953,3.1638656,2.8697917,2.411112,2.2286978,2.069827,1.8070624,1.6972454,1.5987778,1.4292791,1.3556914,1.2882535,1.2262205,1.1689916,1.1160786,1.0670767,0.9794791,0.9403319,0.9039629,0.8386955,0.8093946,0.7820605,0.7325834,0.7100984,0.6889044,0.66885996,0.64982474,0.6316756,0.6143099,0.58153784,0.5659828,0.550905,0.5220201,0.5081644,0.49468648,0.46886635,0.45654237,0.44462883,0.4220959,0.4115088,0.40139616,0.38262498,0.37397754,0.36582232,0.35096455,0.34424257,0.33797526,0.3267237,0.32170284,0.31705904,0.31276906,0.30880868,0.30515862,0.3017956,0.2958455,0.29321778,0.29079378,0.28648996,0.28457165,0.28279173,0.27957165,0.27810538,0.27671826,0.27413213,0.2729144,0.27173197,0.26944935,0.2683357,0.26724184,0.26508713,0.26403832,0.26301408,0.26108634,0.2602179,0.2594434,0.25880134,0.25833023,0.2580862,0.25813437,0.25947273,0.26099968,0.26331294,0.27119792,0.27738082,0.28561854,0.3107288,0.32933688,0.35360324,0.4265207,0.48044074,0.5509919,0.76533544,0.92670166,1.14288,1.8548371,2.4714303,3.5740135
6.4937563,4.5308113,3.9433632,3.4980612,3.1439352,2.85246,2.397449,2.216372,2.058599,1.7975054,1.6883316,1.590421,1.4218318,1.3486397,1.2815654,1.2198769,1.1629779,1.1103837,1.0616857,0.9746677,0.9357935,0.8996818,0.83488584,0.80579424,0.778653,0.729499,0.70715153,0.6860777,0.66612864,0.64717877,0.629104,0.61179066,0.5791031,0.563578,0.5485244,0.5196793,0.5058427,0.49238575,0.4666139,0.45431936,0.44243956,0.41998625,0.40944934,0.39938736,0.3807248,0.37213528,0.36403883,0.34929943,0.34263194,0.3364184,0.32527292,0.32029676,0.31569815,0.31144643,0.30752325,0.30390537,0.30056965,0.29466367,0.29205382,0.2896434,0.28535533,0.28344047,0.28165686,0.27842677,0.27695024,0.27555108,0.27293134,0.27169073,0.27048552,0.26814985,0.26700795,0.2658813,0.26366317,0.262578,0.2615162,0.2595067,0.25859666,0.25778067,0.2570908,0.2565719,0.2562766,0.2562729,0.25749564,0.25895786,0.26120114,0.2689221,0.27500987,0.2831365,0.3079611,0.3263811,0.35041678,0.42268932,0.47615933,0.54615676,0.7590554,0.9195831,1.1349325,1.8456905,2.4620364,3.5645432
6.368883,4.461579,3.8889337,3.4531035,3.1055217,2.8189254,2.3708324,2.1922865,2.0365996,1.7786968,1.6707586,1.5739105,1.4070998,1.3346794,1.268327,1.2073209,1.1510763,1.0991117,1.0510243,0.9651613,0.9268263,0.89122915,0.82736146,0.7986816,0.77191556,0.7234043,0.7013172,0.68046975,0.6607162,0.64192855,0.6239852,0.6067835,0.5742512,0.55878365,0.5437739,0.51500654,0.50120604,0.4877894,0.46211672,0.44988453,0.43807447,0.4157902,0.40534556,0.3953849,0.37694633,0.3684715,0.36048973,0.34598255,0.33942902,0.3333236,0.32237744,0.31749296,0.3129778,0.30880427,0.30494952,0.30139303,0.29811168,0.29229152,0.28971076,0.28732586,0.2830621,0.28115225,0.27936387,0.27610803,0.27460837,0.27318192,0.2704928,0.26921117,0.267959,0.26551723,0.26432002,0.26312947,0.26077998,0.259624,0.25848758,0.25632298,0.2553301,0.25442755,0.2536484,0.25303566,0.2526437,0.25253606,0.2535324,0.25486875,0.25697482,0.2643782,0.27027524,0.2781831,0.3024497,0.32050157,0.3440857,0.4150883,0.46767473,0.53657806,0.746626,0.90549314,1.1192062,1.827619,2.443548,3.5461092
