epoch,Adam0.1,Adam0.01,Adam0.001,Adam+LBFGS0.1,Adam+LBFGS0.01,Adam+LBFGS0.001,RMSProp+LBFGS0.1,RMSProp+LBFGS0.01,RMSProp+LBFGS0.001
16,5.239675399846362,2.439613825290389,4.642951690900935,5.239675399846362,2.439613825290389,4.642951690900935,4.620775093605364,3.2554664284674892,5.4069782549791645
17,5.924201624824229,2.5644489245735764,4.6211683895544695,5.924201624824229,2.5644489245735764,4.6211683895544695,4.617849956845426,3.2552788798406773,5.40191551514894
18,6.12856527768503,2.497032829585841,4.601752050814423,6.12856527768503,2.497032829585841,4.601752050814423,4.615071505739245,3.2550846221378604,5.396670094921875
19,5.9380569138172765,2.3014933973111016,4.584388229305393,5.9380569138172765,2.3014933973111016,4.584388229305393,4.612482188025427,3.2548825324807407,5.391238330812272
20,5.467187228612257,2.1294440658818576,4.568815386179172,5.467187228612257,2.1294440658818576,4.568815386179172,4.610115836074433,3.254673609557142,5.385616635426153
21,4.966244090297763,2.1528363935522923,4.554813189978486,4.966244090297763,2.1528363935522923,4.554813189978486,4.607986117528775,3.254457154260337,5.379801772935913
22,4.975299472968404,2.315925019207299,4.542194656076436,4.975299472968404,2.315925019207299,4.542194656076436,4.606098055384113,3.2542327756033496,5.373790727562568
23,5.337127610855122,2.426497925223495,4.53080013334043,5.337127610855122,2.426497925223495,4.53080013334043,4.604438018018527,3.254001240649921,5.367581034699595
24,5.574285105834009,2.4049096146825675,4.520492193628795,5.574285105834009,2.4049096146825675,4.520492193628795,4.603007448957458,3.2537622354111386,5.361170092531098
25,5.586297007222003,2.286796709828044,4.511151441921541,5.586297007222003,2.286796709828044,4.511151441921541,4.601854695819772,3.253515484075485,5.3545559129952265
26,5.402257203519628,2.181906293658136,4.502674230224808,5.402257203519628,2.181906293658136,4.502674230224808,4.601185507691594,3.2532617925288445,5.34773685646
27,5.10342830849625,2.195513280569483,4.494969642938483,5.10342830849625,2.195513280569483,4.494969642938483,4.602505438700613,3.2530007302652493,5.340711692307415
28,4.8679834265737965,2.293714162378782,4.48795793740177,4.8679834265737965,2.293714162378782,4.48795793740177,4.605366066802192,3.2527327168799873,5.333479904512889
29,4.8810611659240175,2.3586561158386394,4.481568190475704,4.8810611659240175,2.3586561158386394,4.481568190475704,4.621109221963333,3.2524577468010714,5.3260413797971236
30,5.060309004331816,2.335631882798193,4.475738606205287,5.060309004331816,2.335631882798193,4.475738606205287,4.600209250873099,3.2521758143082637,5.318396720257812
31,5.208709075038372,2.2573066206109864,4.470413071044221,5.208709075038372,2.2573066206109864,4.470413071044221,4.598635440974768,3.2518875327503003,5.310547127228969
32,5.2394301533128464,2.205691905894557,4.465542419610931,5.2394301533128464,2.205691905894557,4.465542419610931,4.603134274926904,3.25159351605751,5.302494579831821
33,5.151053368995471,2.230872096748437,4.461082470934589,5.151053368995471,2.230872096748437,4.461082470934589,4.595868155942535,3.251293333229473,5.294242124015706
34,4.9912537461337285,2.28995734756319,4.45699350126501,4.9912537461337285,2.28995734756319,4.45699350126501,4.596800356484394,3.250987598512956,5.285793823321805
35,4.850841980064921,2.3125214633537268,4.453240288397511,4.850841980064921,2.3125214633537268,4.453240288397511,4.596434440227729,3.250676345589977,5.277154198135393
36,4.819009224263908,2.280301446513492,4.449790184187446,4.819009224263908,2.280301446513492,4.449790184187446,4.6012237088814025,3.250360538341849,5.268329697356207
37,4.891380926561791,2.232255864694237,4.446615388924749,4.891380926561791,2.232255864694237,4.446615388924749,4.59391285938797,3.2500405602095888,5.25932744276084
38,4.983209625107394,2.220604784383615,4.44368942329098,4.983209625107394,2.220604784383615,4.44368942329098,4.594335562863736,3.2497162132942226,5.250155899707016
39,5.0252455755770935,2.2505450988429705,4.440989005127455,5.0252455755770935,2.2505450988429705,4.440989005127455,4.594248561582025,3.2493879589522723,5.240824579164427
40,4.997369693805362,2.27865073785382,4.438493212027927,4.997369693805362,2.27865073785382,4.438493212027927,4.597122137148657,3.24905664720736,5.2313447387082475
41,4.919335827285847,2.2721105245666164,4.436182555957563,4.919335827285847,2.2721105245666164,4.436182555957563,4.593722773667477,3.248722275055496,5.221728774044305
42,4.837951544077382,2.2413373645870145,4.434040169625916,4.837951544077382,2.2413373645870145,4.434040169625916,4.596227721067381,3.248385693873699,5.211989955600297
43,4.802118251964207,2.222159870504377,4.432049966750555,4.802118251964207,2.222159870504377,4.432049966750555,4.593174464148241,3.248046590668294,5.202143193609113
44,4.824358598040615,2.232484679837756,4.430198036020505,4.824358598040615,2.232484679837756,4.430198036020505,4.595332150829526,3.247705934493291,5.192204234412133
45,4.872616974061114,2.252449391495134,4.428471312243661,4.872616974061114,2.252449391495134,4.428471312243661,4.59291904630309,3.247364073689344,5.182189984540428
46,4.905219962121228,2.2545549949011976,4.4268582598703805,4.905219962121228,2.2545549949011976,4.4268582598703805,4.595507047891136,3.2470211626198853,5.172118113684158
47,4.900994520077017,2.2368312202825216,4.425348063005424,4.900994520077017,2.2368312202825216,4.425348063005424,4.592641124064145,3.2466778615994776,5.1620070878221425
48,4.865009110621254,2.2206791338784826,4.4239312429563205,4.865009110621254,2.2206791338784826,4.4239312429563205,4.595584439166088,3.246334325933204,5.151876200236156
49,4.821228085255883,2.2226498212157333,4.422598837998914,4.821228085255883,2.2226498212157333,4.422598837998914,4.592424351854151,3.2459905943496588,5.1417445473748575
50,4.796830583082605,2.23457634424228,4.421343316779688,4.796830583082605,2.23457634424228,4.421343316779688,4.5959754436060445,3.245647134007707,5.13163230015289
51,4.802634477335446,2.237536148279188,4.420156969927338,4.802634477335446,2.237536148279188,4.420156969927338,4.592200704683467,3.2453046464482584,5.121558827437985
52,4.826264278595788,2.2268265285928943,4.419033601220362,4.826264278595788,2.2268265285928943,4.419033601220362,4.5965000083889835,3.244962781981448,5.111543894669594
53,4.845615514588093,2.21518738684346,4.417967166216571,4.845615514588093,2.21518738684346,4.417967166216571,4.592021063953198,3.244621931119692,5.10160741143236
54,4.846341182050739,2.214590742134769,4.416952078659552,4.846341182050739,2.214590742134769,4.416952078659552,4.597499702905871,3.2442827188842123,5.091767684772637
55,4.829107550149498,2.221171112221828,4.415983638978704,4.829107550149498,2.221171112221828,4.415983638978704,4.591868002949425,3.243944717875728,5.082043539550859
56,4.8064902887215055,2.222666285977839,4.415057194646392,4.8064902887215055,2.222666285977839,4.415057194646392,4.598673377356205,3.2436096073427882,5.072452553457326
57,4.793281284329773,2.215390135518186,4.414168626732088,4.793281284329773,2.215390135518186,4.414168626732088,4.591912084488525,3.2432867587664638,5.063011212235169
58,4.7956659097308405,2.2074171230774158,4.4133144025576,4.7956659097308405,2.2074171230774158,4.4133144025576,4.6006207529935,3.2431187754001307,5.053734884923768
59,4.807648065690492,2.206454406666289,4.412491215894152,4.807648065690492,2.206454406666289,4.412491215894152,4.591912084488525,3.2449563519083466,5.0446383806171005
60,4.817582280649796,2.209843730950366,4.411695746365096,4.817582280649796,2.209843730950366,4.411695746365096,4.601418657797775,3.2580110728309752,5.03573413310859
61,4.817615725085071,2.209711073340394,4.410925389034655,4.817615725085071,2.209711073340394,4.410925389034655,4.5932651008470256,3.261650637796803,5.0270333087411405
62,4.808323986899685,2.204166757875562,4.4101776503322325,4.808323986899685,2.204166757875562,4.4101776503322325,4.611994348335778,3.250404103892234,5.018545790124669
63,4.79687326502958,2.1987768164339743,4.409450270720052,4.79687326502958,2.1987768164339743,4.409450270720052,4.592440972213806,3.2448389665798816,5.010278763880244
64,4.7910068076965,2.198003274073204,4.40874104351952,4.7910068076965,2.198003274073204,4.40874104351952,4.592591869603908,3.2429267486935376,5.0022382036737145
65,4.793221877490885,2.199393113250573,4.408048120019175,4.793221877490885,2.199393113250573,4.408048120019175,4.7073693097083025,3.242179375597712,4.994427724827979
66,4.799641715354862,2.1980271440822428,4.407369645465578,4.799641715354862,2.1980271440822428,4.407369645465578,6.625549066605421,3.2417927350024502,4.986848962375953
67,4.804030921733659,2.193569349567605,4.40670449105782,4.804030921733659,2.193569349567605,4.40670449105782,7.796979885712233,3.2415309290009215,4.979501632414316
68,4.802851016254518,2.189952421413284,4.406050731174232,4.802851016254518,2.189952421413284,4.406050731174232,7.8530011357757115,3.241322287483072,4.972384297282736
69,4.797356343887917,2.189316277894786,4.405407411574194,4.797356343887917,2.189316277894786,4.405407411574194,10.520333542210876,3.2411478321070826,4.965493287301071
70,4.791877975848534,2.189350323276836,4.404773452994796,4.791877975848534,2.189350323276836,4.404773452994796,6.446944307489171,3.241016227241503,4.958824672935826
71,4.79008487769962,2.1872339478932963,4.404147406329351,4.79008487769962,2.1872339478932963,4.404147406329351,6.373063272037563,3.2409691598224244,4.95237377794496
72,4.792253139321254,2.183631497499736,4.4035287973334825,4.792253139321254,2.183631497499736,4.4035287973334825,5.678676439118338,3.2411195878138166,4.946135527763263
73,4.795588756643679,2.181182251237463,4.402916293486185,4.795588756643679,2.181182251237463,4.402916293486185,5.455470634093748,3.2417378067786715,4.940104454828642
74,4.796928946958731,2.1804698870239974,4.4023094162853695,4.796928946958731,2.1804698870239974,4.4023094162853695,5.379955877173541,3.2433540535043646,4.934275424220469
75,4.795247588304749,2.179540012028903,4.401707440824676,4.795247588304749,2.179540012028903,4.401707440824676,5.347255900662485,3.2462730693250896,4.928642285822285
76,4.79207766966004,2.1771014586881727,4.401109517722183,4.79207766966004,2.1771014586881727,4.401109517722183,5.325533183423334,3.248681625729288,4.923199099611723
77,4.789893190330657,2.17424284202697,4.400515163626801,4.789893190330657,2.17424284202697,4.400515163626801,5.305970804134591,3.247815872613862,4.917939281045265
78,4.789998730992722,2.172479311970826,4.3999241395527084,4.789998730992722,2.172479311970826,4.3999241395527084,5.2862411921899035,3.244965315029196,4.912855821429476
79,4.791666931206398,2.171499392938131,4.399335591631519,4.791666931206398,2.171499392938131,4.399335591631519,5.265736218617593,3.2424998081410137,4.907940629305714
80,4.793065016532721,2.1699262338871312,4.39874915566201,4.793065016532721,2.1699262338871312,4.39874915566201,5.2442798365036385,3.240937584676303,4.903185634733648
81,4.792921226423269,2.1674940848011843,4.398164589567017,4.792921226423269,2.1674940848011843,4.398164589567017,5.221803533399508,3.2400018897598777,4.898581763433888
82,4.791449027392496,2.1652416437053845,4.397581343010522,4.791449027392496,2.1652416437053845,4.397581343010522,5.19826484961762,3.2394242132311426,4.894119305396748
83,4.789923832851873,2.1637741882392105,4.396999295359622,4.789923832851873,2.1637741882392105,4.396999295359622,5.173627968026081,3.2390592423996734,4.8897880686015975
84,4.789461884111819,2.162445514323276,4.396418079265174,4.789461884111819,2.162445514323276,4.396418079265174,5.147861618710944,3.2388568676199454,4.885577234509688
85,4.790122894930008,2.1605245157808897,4.395837400489692,4.790122894930008,2.1605245157808897,4.395837400489692,5.120937977101401,3.2388241670376487,4.88147581642341
86,4.791035539443954,2.158292693578823,4.395257161480332,4.791035539443954,2.158292693578823,4.395257161480332,5.092835549511934,3.239019256828971,4.8774719099387855
87,4.7912832957519855,2.156450961275337,4.394676906512797,4.7912832957519855,2.156450961275337,4.394676906512797,5.063539839721081,3.239517942830721,4.873553530165253
88,4.790677828482968,2.1549995156440707,4.394096450504327,4.790677828482968,2.1549995156440707,4.394096450504327,5.033046868070619,3.2403332782625154,4.8697084701766284
89,4.789790631644319,2.153359299315352,4.393516003372778,4.789790631644319,2.153359299315352,4.393516003372778,5.001367143838318,3.2412126892516167,4.865923923483738
90,4.789343443991354,2.15134141706695,4.392935219126668,4.789343443991354,2.15134141706695,4.392935219126668,4.968530393670685,3.2416071006602833,4.862187488591555
91,4.789563345530578,2.1493650300085765,4.392353676740687,4.789563345530578,2.1493650300085765,4.392353676740687,4.934594213666482,3.2411110596017085,4.858485633116964
92,4.7900747040635805,2.147715187919639,4.391771498875668,4.7900747040635805,2.147715187919639,4.391771498875668,4.899654644660865,3.2399453356030694,4.854805861507318
93,4.790322116825063,2.1461333677913093,4.3911887837062205,4.790322116825063,2.1461333677913093,4.3911887837062205,4.863860787735353,3.2386107635990515,4.85113509775291
94,4.790082467288673,2.144304697617828,4.390605233052891,4.790082467288673,2.144304697617828,4.390605233052891,4.827439675421486,3.2374379183144644,4.847460070853474
95,4.789600634173249,2.1423502588456507,4.390020535638831,4.789600634173249,2.1423502588456507,4.390020535638831,4.790728997215029,3.236507076826475,4.843768101058671
96,4.789295947558672,2.1405655681847526,4.389434751689523,4.789295947558672,2.1405655681847526,4.389434751689523,4.754226368013262,3.235798111885746,4.8400465182509915
97,4.789362117540145,2.1389308722381344,4.388848065720397,4.789362117540145,2.1389308722381344,4.388848065720397,4.718658188960504,3.2352682125290446,4.836282811712973
98,4.789635776032565,2.137200532082016,4.388260215475825,4.789635776032565,2.137200532082016,4.388260215475825,4.685064790387187,3.2348948327070883,4.832464471075944
99,4.789801406786784,2.1353196223540745,4.3876709256519,4.789801406786784,2.1353196223540745,4.3876709256519,4.654876311489215,3.2346670840410274,4.828580261781497
100,4.789699304324047,2.133478630917199,4.387080517267885,4.789699304324047,2.133478630917199,4.387080517267885,4.629873920467834,3.234579947107999,4.824618076753587
101,4.789440675711212,2.131771267536689,4.386488789437252,4.789440675711212,2.131771267536689,4.386488789437252,4.61180538429224,3.2345932563581523,4.8205676537101905
102,4.78926038614322,2.130063717167468,4.385895764926492,4.78926038614322,2.130063717167468,4.385895764926492,4.601387791745274,3.2346140467849804,4.816418193027643
103,4.789283885933751,2.128245634323694,4.385301267207539,4.789283885933751,2.128245634323694,4.385301267207539,4.5971842833816865,3.2344774441958988,4.812160168088037
104,4.789431984295538,2.126398717428139,4.384705343727134,4.789431984295538,2.126398717428139,4.384705343727134,4.596164607216102,3.2340415221231327,4.8077845277091225
105,4.789527003566328,2.124634290522087,4.3841080919379545,4.789527003566328,2.124634290522087,4.3841080919379545,4.5960313537808135,3.2332656726053983,4.803283149604777
106,4.789472945569736,2.1229109088147746,4.383509160189658,4.789472945569736,2.1229109088147746,4.383509160189658,4.596022018815593,3.2322537401831255,4.798648688616803
107,4.78933121657895,2.121125804340045,4.382908870389481,4.78933121657895,2.121125804340045,4.382908870389481,4.596021716058505,3.2311454442891714,4.793874330663741
108,4.78923372465024,2.11929162404645,4.382306970376156,4.78923372465024,2.11929162404645,4.382306970376156,4.596021665598982,3.230058267646758,4.788955088236299
109,4.789250029423047,2.117494024640952,4.381703757554674,4.789250029423047,2.117494024640952,4.381703757554674,4.596021766518026,3.2290425679461183,4.78388641806909
110,4.789332381100859,2.115741888943468,4.381098829395646,4.789332381100859,2.115741888943468,4.381098829395646,4.596021716058505,3.2281205999447273,4.778665110759465
111,4.789380125331531,2.1139655454253603,4.380492458427104,4.789380125331531,2.1139655454253603,4.380492458427104,4.596021665598982,3.2272833820994986,4.773289576088791
112,4.789344691678091,2.1121438203483685,4.379884466869914,4.789344691678091,2.1121438203483685,4.379884466869914,4.596021665598982,3.2265264837987235,4.767759757990626
113,4.789265668445136,2.1103288300248573,4.379274977334855,4.789265668445136,2.1103288300248573,4.379274977334855,4.596021716058505,3.225824824546404,4.762076579631545
114,4.789217585990872,2.108548724966599,4.378663673754387,4.789217585990872,2.108548724966599,4.378663673754387,4.596021665598982,3.225150338869786,4.756243650326237
115,4.789233391897007,2.1067652022211383,4.3780511177681465,4.789233391897007,2.1067652022211383,4.3780511177681465,4.596021716058505,3.2244450876938457,4.75026587859385
116,4.789279144427566,2.1049482130783086,4.377436742214978,4.789279144427566,2.1049482130783086,4.377436742214978,4.596021665598982,3.2236469847614706,4.744150309779253
117,4.78929922496817,2.103123765951021,4.376820920927512,4.78929922496817,2.103123765951021,4.376820920927512,4.596021716058505,3.222684801497644,4.737906199882798
118,4.789272822384349,2.101320932577511,4.37620346287108,4.789272822384349,2.101320932577511,4.37620346287108,4.596021564679927,3.2215362428159557,4.731544609751092
119,4.789229099370367,2.099523174168094,4.375584428150531,4.789229099370367,2.099523174168094,4.375584428150531,4.596021716058505,3.2202055004576646,4.725078073657747
120,4.789208518279316,2.0977035220044,4.374963625243564,4.789208518279316,2.0977035220044,4.374963625243564,4.596021716058505,3.2187477366652573,4.718521147832685
121,4.789223409248513,2.0958720682611167,4.374341428986627,4.789223409248513,2.0958720682611167,4.374341428986627,4.596021716058505,3.2172087160141327,4.711889488077371
122,4.789248074528088,2.0940499425041703,4.373717584931687,4.789248074528088,2.0940499425041703,4.373717584931687,4.596021716058505,3.2156403965100497,4.705199666897831
123,4.789252940961645,2.0922353507667597,4.373092090234964,4.789252940961645,2.0922353507667597,4.373092090234964,4.596021716058505,3.214059404515101,4.69846876205543
124,4.78923372465024,2.09040831122967,4.3724650682420325,4.78923372465024,2.09040831122967,4.3724650682420325,4.596021665598982,3.2124821488131925,4.691714658995019
125,4.78921059803694,2.0885678945424977,4.371836390043705,4.78921059803694,2.0885678945424977,4.371836390043705,4.596021665598982,3.2108982887751587,4.68495464493368
126,4.789204724790271,2.0867304131979543,4.371206305481885,4.789204724790271,2.0867304131979543,4.371206305481885,4.596021564679927,3.2093012546081776,4.678206126578404
127,4.789216171766041,2.0848997435571843,4.370574432826868,4.789216171766041,2.0848997435571843,4.370574432826868,4.596021564679927,3.2076573726889603,4.671486532107895
128,4.789227735075095,2.083060360848012,4.369941021978185,4.789227735075095,2.083060360848012,4.369941021978185,4.596021564679927,3.2059429141424527,4.664811830723169
129,4.789225605439732,2.0812092284006707,4.3693059436642665,4.789225605439732,2.0812092284006707,4.3693059436642665,4.596021463760862,3.204106736831118,4.658197266499473
130,4.789212220244883,2.079358213208115,4.368669321642428,4.789212220244883,2.079358213208115,4.368669321642428,4.596021463760862,3.202127959033645,4.651657796552491
131,4.78920128068907,2.07751017779675,4.368031279981564,4.78920128068907,2.07751017779675,4.368031279981564,4.596021403209418,3.1999697459523873,4.645206624039642
132,4.789201946216796,2.0756568889079654,4.367391435693214,4.789201946216796,2.0756568889079654,4.367391435693214,4.596021564679927,3.1976446296546053,4.638855743005273
133,4.789209433373204,2.0737951306619458,4.3667501663487815,4.789209433373204,2.0737951306619458,4.3667501663487815,4.596021463760862,3.1951504713319276,4.632616272579913
134,4.789213676070284,2.0719298620232465,4.366107215456383,4.789213676070284,2.0719298620232465,4.366107215456383,4.596021463760862,3.1925252786651215,4.626498315780099
135,4.789209233716426,2.070066331413114,4.36546258003547,4.789209233716426,2.070066331413114,4.36546258003547,4.596021463760862,3.1897744991683044,4.620510026712331
136,4.789200781542983,2.068198651581766,4.364816638602986,4.789200781542983,2.068198651581766,4.364816638602986,4.596021564679927,3.1869298219290525,4.614659222342499
137,4.789196921471506,2.0663234368494816,4.36416900713874,4.789196921471506,2.0663234368494816,4.36416900713874,4.5960223316644875,3.183979985949296,4.608952165280038
138,4.789199616867814,2.06444414076884,4.363519682627883,4.789199616867814,2.06444414076884,4.363519682627883,4.596032867550745,3.180939537686604,4.6033942098757
139,4.789203693224971,2.062564853146893,4.362868916878859,4.789203693224971,2.062564853146893,4.362868916878859,4.5961727703669535,3.177776416872385,4.597990372704357
140,4.789203526843372,2.0606817978915606,4.362216528849737,4.789203526843372,2.0606817978915606,4.362216528849737,4.598226031056833,3.17449040555115,4.592743695981654
141,4.789199200912068,2.058793582191054,4.361562668741506,4.789199200912068,2.058793582191054,4.361562668741506,4.639339508476636,3.171032782037719,4.58765681833635
142,4.789195082940844,2.0569001706965784,4.360907129674748,4.789195082940844,2.0569001706965784,4.360907129674748,5.095798041199877,3.1673997348271743,4.582731409100793
143,4.789194542195888,2.0550059469950326,4.360249985277493,4.789194542195888,2.0550059469950326,4.360249985277493,4.596414314983644,3.163540012609865,4.577968604816694
144,4.789196705173956,2.0531077562267157,4.3595915139053005,4.789196705173956,2.0531077562267157,4.3595915139053005,4.605966868552245,3.1594640222890957,4.573368634663912
145,4.7891980362350575,2.051203962488596,4.358931355042689,4.7891980362350575,2.051203962488596,4.358931355042689,4.769468936664059,3.155135150699407,4.56893096616305
146,4.789196122834168,2.0492968465865897,4.358269480031258,4.789196122834168,2.0492968465865897,4.358269480031258,6.891149411599868,3.1505886757292143,4.564654186313304
147,4.789192961555111,2.047386473858265,4.357606244402652,4.789192961555111,2.047386473858265,4.357606244402652,6.61561389188294,3.145794033702927,4.560536770555739
148,4.789191380911835,2.0454734791716684,4.356941363753317,4.789191380911835,2.0454734791716684,4.356941363753317,9.698688396697047,3.1407982982940985,4.556576927431477
149,4.789191880062613,2.043555561120047,4.356274835092964,4.789191880062613,2.043555561120047,4.356274835092964,8.25544237874871,3.1355618658147577,4.552773335538058
150,4.7891926703841685,2.041633749882896,4.355606937781643,4.7891926703841685,2.041633749882896,4.355606937781643,5.665116002549638,3.1301277552460034,4.549134400588492
151,4.789192296021405,2.039708082094568,4.3549373868211685,4.789192296021405,2.039708082094568,4.3549373868211685,4.9437689456698495,3.124435114965347,4.5459270594674415
152,4.789190632185201,2.0377795590516623,4.354266359113175,4.789190632185201,2.0377795590516623,4.354266359113175,4.409187418334723,3.1185222203514,4.547538424842863
153,4.789189176326251,2.0358459908641717,4.353593851984304,4.789189176326251,2.0358459908641717,4.353593851984304,4.029558899436437,3.1123043540778563,4.582722204826655
154,4.789188668854919,2.033909186956816,4.352919734059414,4.789188668854919,2.033909186956816,4.352919734059414,3.7887864161439424,3.105824477099587,4.577609402876286
155,4.78918921792225,2.031968794959828,4.352243873605431,4.78918921792225,2.031968794959828,4.352243873605431,3.6551344419094502,3.0989837467444534,4.546776798116833
156,4.78918913473025,2.030025208382428,4.351566911725123,4.78918913473025,2.030025208382428,4.351566911725123,3.5893955263287753,3.0918449494539906,4.535901240681984
157,4.789188136425704,2.028077271089324,4.350888072768866,4.789188136425704,2.028077271089324,4.350888072768866,3.560055961914479,3.0843045317345186,4.533760754112545
158,4.789186971735807,2.026124754041572,4.350207611305907,4.789186971735807,2.026124754041572,4.350207611305907,3.5478787497899162,3.0764521211473053,4.532107759368787
159,4.789186223005872,2.024168456842688,4.349525834246561,4.789186223005872,2.024168456842688,4.349525834246561,3.5430115067243113,3.06817934574811,4.530492543910959
160,4.789185973429102,2.022209251581692,4.348842325718134,4.789185973429102,2.022209251581692,4.348842325718134,3.5409845411106655,3.0595973804991137,4.528911151187845
161,4.789186139813622,2.020246399233257,4.348157366959827,4.789186139813622,2.020246399233257,4.348157366959827,3.5399604775301037,3.0505766927277183,4.52736441616913
162,4.789185640659978,2.0182784772729536,4.347470903552237,4.789185640659978,2.0182784772729536,4.347470903552237,3.5392502121634175,3.0412408687847567,4.525853889414116
163,4.789184642351944,2.016307234172668,4.346782932717328,4.789184642351944,2.016307234172668,4.346782932717328,3.538618238006533,3.0314314568546723,4.52438097475009
164,4.78918406000513,2.014332057573927,4.34609332209331,4.78918406000513,2.014332057573927,4.34609332209331,3.53799231812956,3.0212850526804,4.522946927641008
165,4.789183893620264,2.012353105604028,4.345402198275446,4.789183893620264,2.012353105604028,4.345402198275446,3.537352973894352,3.0106094574110065,4.521553114547312
166,4.789183810427821,2.010370818948269,4.344709428700752,4.789183810427821,2.010370818948269,4.344709428700752,3.5366953767557714,2.9995689540735198,4.5202010131883155
167,4.789183277996019,2.008383950840417,4.344015269963899,4.789183277996019,2.008383950840417,4.344015269963899,3.5360187335979694,2.9879403451734095,4.518891188016192
168,4.789182562540338,2.006394256798427,4.343319589570576,4.789182562540338,2.006394256798427,4.343319589570576,3.5353232683733786,2.975929282257745,4.517624702752748
169,4.7891819385960135,2.004398507491839,4.3426222546548745,4.7891819385960135,2.004398507491839,4.3426222546548745,3.534609467169867,2.963282787809766,4.516402248967989
170,4.789181481036594,2.0024007248617126,4.341923457263528,4.789181481036594,2.0024007248617126,4.341923457263528,3.533877670533944,2.950257283118578,4.515223541676825
171,4.789181314651299,2.0003981043610017,4.341222999360095,4.789181314651299,2.0003981043610017,4.341222999360095,3.5331289494157057,2.9365644245036653,4.514089668537134
172,4.789180898687939,1.9983917228734207,4.340521203539018,4.789180898687939,1.9983917228734207,4.340521203539018,3.532363733948918,2.9225105086026413,4.513001606186667
173,4.78918039953168,1.9963818917759768,4.339817741353946,4.78918039953168,1.9963818917759768,4.339817741353946,3.531583332567528,2.9077557218421473,4.511974598855947
174,4.789179817182395,1.9943680131212216,4.339112609632973,4.789179817182395,1.9943680131212216,4.339112609632973,3.5307885593251704,2.892660691842566,4.511132106720676
175,4.789179526007626,1.9923497978245124,4.338406327484566,4.789179526007626,1.9923497978245124,4.338406327484566,3.5299804940253834,2.87681978780892,4.511692126825305
176,4.789179234832772,1.9903277334023268,4.337698108827273,4.789179234832772,1.9903277334023268,4.337698108827273,3.529161509956333,2.8606596939106392,4.524402874185714
177,4.789178818868548,1.988302064889678,4.336988472931928,4.789178818868548,1.988302064889678,4.336988472931928,3.528332226592479,2.843701095994058,4.553789993088133
178,4.789178236518342,1.986272024022515,4.336277364795296,4.789178236518342,1.986272024022515,4.336277364795296,3.527494528449521,2.826457042151546,4.568916801955945
179,4.789177820553703,1.984237922447732,4.335564676877409,4.789177820553703,1.984237922447732,4.335564676877409,3.5266504825742895,2.808375541514529,4.52620781953577
180,4.789177371311697,1.9821990962521117,4.334850379951689,4.789177371311697,1.9821990962521117,4.334850379951689,3.5258020745943237,2.790080225061652,4.509095203796965
181,4.789176905430887,1.9801579960019609,4.334134654516396,4.789176905430887,1.9801579960019609,4.334134654516396,3.524951296826835,2.7709353561830903,4.507350830834595
